sample_id,tsne_1,tsne_2
SM-D9D6Y_S68_E1-50,-2.7788,54.0763
SM-D9D6Y_S69_E1-50,21.4845,-30.4844
SM-D9D6Y_S71_E1-50,8.8785,13.1363
SM-D9D6Y_S73_E1-50,-3.36396,-7.49923
SM-D9D6Y_S74_E1-50,-1.45001,-9.70273
SM-D9D6Y_S75_E1-50,11.9252,37.0018
SM-D9D6Y_S76_E1-50,4.82733,-2.47703
SM-D9D6Y_S77_E1-50,19.813,14.4668
SM-D9D6Y_S78_E1-50,-3.8176,-13.5593
SM-D9D6Y_S79_E1-50,-14.7001,40.5987
SM-D9D6Y_S89_E1-50,19.7535,18.5645
SM-D9D6Y_S90_E1-50,0.527727,-10.1962
SM-D9D6Y_S91_E1-50,46.0923,-0.456162
SM-D9D6Y_S92_E1-50,-0.704028,-9.36506
SM-D9D6Y_S93_E1-50,12.454,36.9603
SM-D9D6Y_S94_E1-50,-1.91995,4.35324
SM-D9D6Y_S95_E1-50,-5.63469,-4.71889
SM-D9D6Z_S01_E1-50,44.5647,-0.91296
SM-D9D6Z_S02_E1-50,10.8386,24.8552
SM-D9D6Z_S03_E1-50,-3.33603,-35.5993
SM-D9D6Z_S04_E1-50,-3.73828,27.0261
SM-D9D6Z_S05_E1-50,-37.1287,0.357268
SM-D9D6Z_S06_E1-50,-29.7973,0.650849
SM-D9D6Z_S07_E1-50,-11.1904,34.9891
SM-D9D6Z_S09_E1-50,-8.05508,39.6309
SM-D9D6Z_S10_E1-50,45.3601,0.765704
SM-D9D6Z_S12_E1-50,-4.55345,10.5552
SM-D9D6Z_S13_E1-50,-29.8222,2.51805
SM-D9D6Z_S15_E1-50,-30.1004,3.92975
SM-D9D6Z_S18_E1-50,20.4696,16.699
SM-D9D6Z_S19_E1-50,-6.06904,-0.00175373
SM-D9D6Z_S20_E1-50,12.4231,22.1817
SM-D9D6Z_S21_E1-50,-5.57556,-6.15628
SM-D9D6Z_S22_E1-50,-11.3678,14.4028
SM-D9D6Z_S23_E1-50,-8.49658,34.7202
SM-D9D6Z_S24_E1-50,40.2285,16.7955
SM-D9D6Z_S26_E1-50,7.01056,24.0928
SM-D9D6Z_S27_E1-50,-32.2872,-1.46594
SM-D9D6Z_S28_E1-50,11.1369,-43.9396
SM-D9D6Z_S29_E1-50,9.11737,24.9204
SM-D9D6Z_S31_E1-50,-18.4267,-16.0079
SM-D9D6Z_S32_E1-50,27.4487,32.7771
SM-D9D6Z_S33_E1-50,-4.77096,38.0845
SM-D9D6Z_S34_E1-50,-1.45272,50.8464
SM-D9D6Z_S35_E1-50,11.9561,5.17321
SM-D9D6Z_S36_E1-50,-18.7152,-18.7047
SM-D9D6Z_S37_E1-50,-4.46744,-35.2475
SM-D9D6Z_S39_E1-50,-7.58619,-31.3578
SM-D9D6Z_S41_E1-50,16.8975,6.59291
SM-D9D6Z_S43_E1-50,3.51724,25.9425
SM-D9D6Z_S44_E1-50,1.49619,-26.2346
SM-D9D6Z_S45_E1-50,-29.9115,-3.26653
SM-D9D6Z_S46_E1-50,-19.1344,-17.396
SM-D9D6Z_S47_E1-50,17.5869,-11.0411
SM-D9D6Z_S49_E1-50,-2.94384,2.19712
SM-D9D6Z_S50_E1-50,38.6661,5.34771
SM-D9D6Z_S51_E1-50,-3.84408,-3.66097
SM-D9D6Z_S52_E1-50,-9.19557,-3.6236
SM-D9D6Z_S53_E1-50,10.2394,42.8824
SM-D9D6Z_S57_E1-50,2.67544,1.65839
SM-D9D6Z_S58_E1-50,18.4291,15.8727
SM-D9D6Z_S60_E1-50,46.6024,-1.78804
SM-D9D6Z_S65_E1-50,-14.0232,37.3042
SM-D9D6Z_S66_E1-50,0.499084,-9.02699
SM-D9D6Z_S67_E1-50,4.75514,-2.43209
SM-D9D6Z_S68_E1-50,-3.94105,-3.44315
SM-D9D6Z_S69_E1-50,11.3773,-21.1302
SM-D9D6Z_S70_E1-50,-5.55628,-2.1808
SM-D9D6Z_S71_E1-50,-5.093,-9.52917
SM-D9D6Z_S73_E1-50,19.9347,11.4264
SM-D9D6Z_S75_E1-50,-16.9587,13.5388
SM-D9D6Z_S76_E1-50,-6.75065,39.3886
SM-D9D6Z_S77_E1-50,-0.662347,0.907427
SM-D9D6Z_S78_E1-50,-1.81845,9.80521
SM-D9D6Z_S79_E1-50,-11.2833,7.22266
SM-D9D6Z_S81_E1-50,-19.0073,16.0991
SM-D9D6Z_S83_E1-50,-6.71505,9.93913
SM-D9D6Z_S84_E1-50,45.1166,-1.08168
SM-D9D6Z_S85_E1-50,-6.30155,-10.1793
SM-D9D6Z_S86_E1-50,-4.34607,12.1009
SM-D9D6Z_S87_E1-50,-10.0006,13.8614
SM-D9D73_S09_E1-50,-8.53849,-24.3522
SM-D9D73_S10_E1-50,17.0132,-6.9718
SM-D9D73_S11_E1-50,19.6542,-31.266
SM-D9D73_S12_E1-50,17.1475,-7.09243
SM-D9D73_S13_E1-50,-5.44701,39.7971
SM-D9D73_S17_E1-50,22.7807,-9.41155
SM-D9D73_S18_E1-50,12.9339,2.65069
SM-D9D73_S19_E1-50,-5.26088,-24.105
SM-D9D73_S20_E1-50,15.2031,-9.48851
SM-D9D73_S21_E1-50,-50.5749,-0.0805588
SM-D9D73_S23_E1-50,24.1509,-11.1521
SM-D9D73_S24_E1-50,28.9062,34.0767
SM-D9D73_S25_E1-50,17.62,-10.1179
SM-D9D73_S26_E1-50,-32.2647,-22.9482
SM-D9D73_S27_E1-50,11.3097,-46.742
SM-D9D73_S28_E1-50,22.575,-6.71419
SM-D9D73_S29_E1-50,2.55983,21.0685
SM-D9D73_S30_E1-50,-28.4012,-4.65349
SM-D9D73_S32_E1-50,40.0652,17.8663
SM-D9D73_S33_E1-50,17.4487,-12.7632
SM-D9D73_S34_E1-50,-27.6213,-7.06359
SM-D9D73_S35_E1-50,-3.88723,-25.8864
SM-D9D73_S36_E1-50,0.627623,23.9377
SM-D9D73_S37_E1-50,15.6309,-10.1846
SM-D9D73_S38_E1-50,17.2782,-5.86837
SM-D9D73_S39_E1-50,-27.578,-6.50769
SM-D9D73_S40_E1-50,40.0302,17.2807
SM-D9D73_S41_E1-50,-12.3014,41.6919
SM-D9D73_S42_E1-50,-14.5644,40.4888
SM-D9D73_S43_E1-50,-5.11695,4.41364
SM-D9D73_S45_E1-50,10.6496,17.9876
SM-D9D73_S46_E1-50,3.4747,0.629013
SM-D9D73_S48_E1-50,38.38,16.912
SM-D9D73_S49_E1-50,-1.59681,-26.3321
SM-D9D73_S50_E1-50,13.0957,4.0729
SM-D9D73_S51_E1-50,8.94061,13.1441
SM-D9D73_S52_E1-50,8.6745,24.8032
SM-D9D73_S53_E1-50,1.19734,-29.0793
SM-D9D73_S54_E1-50,1.69312,-31.0637
SM-D9D73_S55_E1-50,-8.39584,-24.5601
SM-D9D73_S57_E1-50,-10.8276,-31.7091
SM-D9D73_S58_E1-50,-33.8736,5.46524
SM-D9D73_S59_E1-50,-5.26915,-33.2793
SM-D9D73_S60_E1-50,-17.6059,-14.1035
SM-D9D73_S61_E1-50,-26.1097,-6.29938
SM-D9D73_S62_E1-50,-29.3287,-3.22632
SM-D9D73_S63_E1-50,0.227421,32.8124
SM-D9D73_S64_E1-50,35.8504,-24.5499
SM-D9D73_S73_E1-50,13.8288,3.21375
SM-D9D73_S74_E1-50,12.3474,8.29748
SM-D9D73_S75_E1-50,1.72185,18.3876
SM-D9D73_S76_E1-50,-6.94632,-24.1384
SM-D9D73_S77_E1-50,1.70521,18.3138
SM-D9D73_S78_E1-50,12.6525,3.54278
SM-D9D73_S79_E1-50,12.9261,6.84209
SM-D9D73_S80_E1-50,28.1607,31.4967
SM-D9D73_S86_E1-50,37.6528,5.85792
SM-D9D73_S87_E1-50,9.01114,43.1608
SM-D9D74_S01_E1-50,-17.8199,-15.274
SM-D9D74_S02_E1-50,7.25534,34.6512
SM-D9D74_S03_E1-50,-18.8059,-15.2543
SM-D9D74_S04_E1-50,13.3364,2.37746
SM-D9D74_S05_E1-50,-10.5397,-24.319
SM-D9D74_S06_E1-50,1.12222,-28.055
SM-D9D74_S07_E1-50,-17.4303,-14.0854
SM-D9D74_S09_E1-50,-1.75996,53.7299
SM-D9D74_S10_E1-50,-10.7955,-36.6996
SM-D9D74_S11_E1-50,12.2556,-46.8644
SM-D9D74_S12_E1-50,10.1349,-45.9333
SM-D9D74_S13_E1-50,-51.5481,0.553139
SM-D9D74_S14_E1-50,0.916844,-35.4433
SM-D9D74_S15_E1-50,13.0733,5.77769
SM-D9D74_S16_E1-50,34.1755,-23.2382
SM-D9D74_S26_E1-50,0.0779912,-26.7424
SM-D9D74_S28_E1-50,-10.9365,-25.8766
SM-D9D74_S29_E1-50,0.614478,-34.7151
SM-D9D74_S30_E1-50,9.91444,24.7015
SM-D9D74_S31_E1-50,-18.6567,-15.0355
SM-D9D74_S33_E1-50,-3.41774,-7.74233
SM-D9D74_S35_E1-50,-6.09139,-9.0586
SM-D9D74_S36_E1-50,22.6555,15.6793
SM-D9D74_S37_E1-50,-2.41298,1.9463
SM-D9D74_S39_E1-50,-12.1974,32.0009
SM-D9D74_S41_E1-50,-3.72112,-0.0486512
SM-D9D74_S42_E1-50,-49.1638,2.93226
SM-D9D74_S43_E1-50,-7.2796,0.989295
SM-D9D74_S44_E1-50,1.69402,-10.2119
SM-D9D74_S45_E1-50,11.3088,36.6571
SM-D9D74_S46_E1-50,2.43564,-7.52068
SM-D9D74_S47_E1-50,10.5437,18.9017
SM-D9D74_S49_E1-50,-14.6161,8.1909
SM-D9D74_S50_E1-50,-19.8055,12.5651
SM-D9D74_S51_E1-50,20.7141,13.2466
SM-D9D74_S52_E1-50,18.1133,10.6519
SM-D9D74_S53_E1-50,-14.6254,8.29894
SM-D9D74_S54_E1-50,-12.5663,5.66425
SM-D9D74_S55_E1-50,45.7764,-2.31026
SM-D9D74_S56_E1-50,-25.7024,-36.439
SM-D9D74_S57_E1-50,13.6111,2.1283
SM-D9D74_S59_E1-50,-3.1431,8.25085
SM-D9D74_S60_E1-50,-13.104,34.1567
SM-D9D74_S61_E1-50,-5.28816,2.05598
SM-D9D74_S62_E1-50,-7.12966,8.38773
SM-D9D74_S63_E1-50,-2.12606,9.90837
SM-D9D74_S65_E1-50,-7.22294,7.85193
SM-D9D74_S66_E1-50,19.7706,18.3077
SM-D9D74_S67_E1-50,-11.075,0.522796
SM-D9D74_S68_E1-50,-11.4576,4.58661
SM-D9D74_S69_E1-50,-12.2291,35.3479
SM-D9D74_S70_E1-50,-6.42253,-10.3808
SM-D9D74_S71_E1-50,10.1688,22.7107
SM-D9D74_S73_E1-50,-4.26342,-34.6354
SM-D9D74_S74_E1-50,-2.67947,53.9983
SM-D9D74_S75_E1-50,-19.821,9.66398
SM-D9D74_S76_E1-50,-1.30389,-35.1005
SM-D9D74_S77_E1-50,-24.8993,-5.00239
SM-D9D74_S78_E1-50,-24.8904,-5.90103
SM-D9D74_S79_E1-50,-35.46,-1.15303
SM-D9D74_S83_E1-50,2.59238,21.6403
SM-D9D74_S86_E1-50,-7.97358,-23.2997
SM-D9D74_S89_E1-50,-50.2519,0.918344
SM-D9D74_S90_E1-50,-1.6264,-32.5471
SM-D9D74_S92_E1-50,5.34037,23.7082
SM-D9D74_S94_E1-50,-2.01067,-26.9291
SM-D9D74_S96_E1-50,36.6361,17.0923
SM-D9D75_S01_E1-50,-29.9079,-24.1866
SM-D9D75_S02_E1-50,-10.3145,-36.0395
SM-D9D75_S03_E1-50,3.22447,21.1385
SM-D9D75_S04_E1-50,-49.4921,1.66732
SM-D9D75_S05_E1-50,-2.82937,52.0393
SM-D9D75_S06_E1-50,7.74219,13.2526
SM-D9D75_S07_E1-50,-30.0617,-23.6705
SM-D9D75_S09_E1-50,3.72014,22.6941
SM-D9D75_S10_E1-50,5.27717,22.9128
SM-D9D75_S11_E1-50,-2.9887,51.9206
SM-D9D75_S12_E1-50,-36.1437,-22.6217
SM-D9D75_S13_E1-50,-9.02596,-33.5598
SM-D9D75_S14_E1-50,-2.02181,-26.2788
SM-D9D75_S15_E1-50,-9.91961,-32.6326
SM-D9D75_S16_E1-50,27.9056,32.6538
SM-D9D75_S17_E1-50,-1.417,53.6482
SM-D9D75_S18_E1-50,13.5723,6.36225
SM-D9D75_S19_E1-50,-19.0535,-17.6639
SM-D9D75_S20_E1-50,-17.9973,-14.7685
SM-D9D75_S21_E1-50,-0.0540299,-32.0951
SM-D9D75_S22_E1-50,-0.72382,-29.491
SM-D9D75_S23_E1-50,-18.3011,-15.2899
SM-D9D75_S33_E1-50,11.8019,37.9783
SM-D9D75_S35_E1-50,-3.59237,1.32594
SM-D9D75_S36_E1-50,-5.37365,8.4687
SM-D9D75_S37_E1-50,1.20115,-3.98666
SM-D9D75_S38_E1-50,-5.34165,-9.33
SM-D9D75_S39_E1-50,3.80539,-3.08301
SM-D9D75_S41_E1-50,34.9135,5.14668
SM-D9D75_S42_E1-50,-4.04568,3.38553
SM-D9D75_S43_E1-50,-4.98411,-1.4288
SM-D9D75_S44_E1-50,7.90459,13.5
SM-D9D75_S45_E1-50,-7.26691,4.13045
SM-D9D75_S46_E1-50,4.31454,-3.44646
SM-D9D75_S47_E1-50,-3.31243,-2.30872
SM-D9D75_S48_E1-50,42.4037,17.7325
SM-D9D75_S49_E1-50,-2.48928,-3.86127
SM-D9D75_S51_E1-50,-3.95318,-4.65278
SM-D9D75_S52_E1-50,-11.1005,2.71177
SM-D9D75_S53_E1-50,-2.2565,3.47342
SM-D9D75_S54_E1-50,-3.98356,-10.9825
SM-D9D75_S55_E1-50,-9.57973,40.7506
SM-D9D75_S56_E1-50,42.309,18.7347
SM-D9D75_S57_E1-50,0.458775,10.2078
SM-D9D75_S58_E1-50,-8.09212,2.28957
SM-D9D75_S59_E1-50,-12.8224,35.1986
SM-D9D75_S60_E1-50,-17.5503,11.5344
SM-D9D75_S61_E1-50,-3.29121,1.40172
SM-D9D75_S62_E1-50,-21.5109,16.5178
SM-D9D75_S63_E1-50,-10.513,37.3006
SM-D9D75_S65_E1-50,-12.4097,2.11179
SM-D9D75_S67_E1-50,18.0762,11.3022
SM-D9D75_S68_E1-50,-8.25722,11.1734
SM-D9D75_S69_E1-50,-14.4515,40.6023
SM-D9D75_S70_E1-50,-7.89733,12.705
SM-D9D75_S71_E1-50,18.3733,6.85326
SM-D9D75_S73_E1-50,9.07926,19.1933
SM-D9D75_S74_E1-50,11.0881,19.2665
SM-D9D75_S76_E1-50,10.1217,23.556
SM-D9D75_S77_E1-50,45.6458,-1.87647
SM-D9D75_S78_E1-50,-3.07108,12.1238
SM-D9D75_S79_E1-50,-2.92515,-30.4948
SM-D9D75_S80_E1-50,28.3127,33.4545
SM-D9D75_S81_E1-50,9.55102,24.2934
SM-D9D75_S82_E1-50,-49.161,3.23134
SM-D9D75_S83_E1-50,-0.345545,11.0074
SM-D9D75_S84_E1-50,14.8763,7.39436
SM-D9D75_S86_E1-50,-15.0764,10.0561
SM-D9D75_S87_E1-50,-19.1614,9.85174
SM-D9D75_S89_E1-50,-0.366117,33.3052
SM-D9D75_S90_E1-50,-26.4702,-0.195365
SM-D9D75_S92_E1-50,-0.346367,-0.426284
SM-D9D75_S93_E1-50,-4.81865,-3.65505
SM-D9D75_S94_E1-50,-15.4433,9.09793
SM-D9D76_S01_E1-50,-0.955434,-31.6475
SM-D9D76_S02_E1-50,-50.615,1.34007
SM-D9D76_S03_E1-50,3.37443,-24.1809
SM-D9D76_S04_E1-50,13.4968,-9.24874
SM-D9D76_S05_E1-50,12.403,4.83248
SM-D9D76_S07_E1-50,-6.27588,51.509
SM-D9D76_S09_E1-50,0.66136,23.7934
SM-D9D76_S10_E1-50,-1.65525,-29.285
SM-D9D76_S12_E1-50,-4.62248,-33.1948
SM-D9D76_S13_E1-50,-9.96764,-23.9112
SM-D9D76_S14_E1-50,9.50095,-44.2082
SM-D9D76_S15_E1-50,20.9855,-4.40991
SM-D9D76_S17_E1-50,-10.6367,-25.0044
SM-D9D76_S18_E1-50,1.10293,-31.7592
SM-D9D76_S19_E1-50,2.18005,-24.4951
SM-D9D76_S20_E1-50,-32.4177,-1.66384
SM-D9D76_S21_E1-50,6.98014,12.7136
SM-D9D76_S22_E1-50,4.25223,25.3547
SM-D9D76_S23_E1-50,-6.66266,-30.2149
SM-D9D76_S25_E1-50,-9.11521,-3.79928
SM-D9D76_S26_E1-50,-8.76281,-0.795231
SM-D9D76_S27_E1-50,-8.72127,3.50434
SM-D9D76_S29_E1-50,-5.37439,38.5013
SM-D9D76_S30_E1-50,-12.8321,40.5515
SM-D9D76_S31_E1-50,-14.8715,6.64043
SM-D9D76_S41_E1-50,-6.87971,6.33605
SM-D9D76_S42_E1-50,45.176,-0.747018
SM-D9D76_S43_E1-50,-6.9667,8.82425
SM-D9D76_S44_E1-50,-4.18218,11.0639
SM-D9D76_S46_E1-50,21.483,16.0181
SM-D9D76_S47_E1-50,-4.71806,12.5034
SM-D9D76_S48_E1-50,37.6389,17.5327
SM-D9D76_S49_E1-50,9.50541,21.0811
SM-D9D76_S50_E1-50,-7.46852,11.4778
SM-D9D76_S51_E1-50,-19.2373,10.641
SM-D9D76_S52_E1-50,-11.803,14.5019
SM-D9D76_S53_E1-50,-6.67053,11.7891
SM-D9D76_S54_E1-50,-8.88226,32.4102
SM-D9D76_S55_E1-50,-18.0184,16.5919
SM-D9D76_S57_E1-50,-26.2747,-5.65105
SM-D9D76_S58_E1-50,-26.905,-3.72853
SM-D9D76_S59_E1-50,-10.9795,-37.5788
SM-D9D76_S60_E1-50,-34.1767,7.06875
SM-D9D76_S61_E1-50,-35.3248,5.50613
SM-D9D76_S62_E1-50,-2.70472,-35.4903
SM-D9D76_S63_E1-50,-36.6583,2.21031
SM-D9D76_S65_E1-50,-30.9028,8.47217
SM-D9D76_S66_E1-50,-8.28042,-24.1962
SM-D9D76_S67_E1-50,-33.8504,-4.07876
SM-D9D76_S68_E1-50,-34.7309,-6.18967
SM-D9D76_S69_E1-50,-26.8806,-5.39759
SM-D9D76_S70_E1-50,-33.6306,5.95295
SM-D9D76_S71_E1-50,-20.4008,15.642
SM-D9D76_S73_E1-50,-27.213,-4.60828
SM-D9D76_S75_E1-50,-25.6409,-5.14952
SM-D9D76_S76_E1-50,-26.6995,-3.06531
SM-D9D76_S77_E1-50,-24.002,-3.1469
SM-D9D76_S78_E1-50,-49.3705,2.19087
SM-D9D76_S79_E1-50,-33.6466,-4.56821
SM-D9D76_S81_E1-50,-8.9914,-30.463
SM-D9D76_S82_E1-50,-9.5999,8.30972
SM-D9D76_S83_E1-50,-32.8907,-3.45348
SM-D9D76_S85_E1-50,-29.4071,1.47695
SM-D9D76_S87_E1-50,-1.45588,11.8849
SM-D9D76_S91_E1-50,3.63753,-0.903925
SM-D9D76_S93_E1-50,35.7422,4.19401
SM-D9D79_S01_E1-50,-3.56328,-0.261221
SM-D9D79_S02_E1-50,-19.0162,17.3024
SM-D9D79_S03_E1-50,-28.2893,-0.25938
SM-D9D79_S04_E1-50,-30.5332,2.84155
SM-D9D79_S05_E1-50,-19.7675,8.13979
SM-D9D79_S06_E1-50,-0.683782,-6.72759
SM-D9D79_S07_E1-50,-34.6976,-1.36689
SM-D9D79_S09_E1-50,-28.8801,0.895287
SM-D9D79_S10_E1-50,-8.89668,2.99879
SM-D9D79_S11_E1-50,-4.63842,-35.0901
SM-D9D79_S13_E1-50,-9.37378,3.56503
SM-D9D79_S14_E1-50,-3.7088,27.05
SM-D9D79_S15_E1-50,1.96908,-4.03189
SM-D9D79_S16_E1-50,26.0241,6.91608
SM-D9D79_S17_E1-50,6.63326,22.1429
SM-D9D79_S19_E1-50,-1.58242,-36.4736
SM-D9D79_S20_E1-50,-9.19502,-25.4448
SM-D9D79_S21_E1-50,-33.709,-2.25446
SM-D9D79_S22_E1-50,1.33292,35.5265
SM-D9D79_S23_E1-50,-35.8682,0.567144
SM-D9D79_S24_E1-50,37.5743,17.7023
SM-D9D79_S25_E1-50,-24.5034,-2.80047
SM-D9D79_S26_E1-50,13.6144,8.87903
SM-D9D79_S27_E1-50,-33.9677,-2.3314
SM-D9D79_S28_E1-50,-34.9502,4.28911
SM-D9D79_S29_E1-50,0.210433,33.1213
SM-D9D79_S30_E1-50,0.832463,35.1282
SM-D9D79_S31_E1-50,-11.5569,-37.0596
SM-D9D79_S33_E1-50,-13.5278,4.06298
SM-D9D79_S35_E1-50,-9.52505,-22.2022
SM-D9D79_S36_E1-50,-31.5766,-5.99857
SM-D9D79_S37_E1-50,24.1895,-16.2371
SM-D9D79_S38_E1-50,20.6143,11.3335
SM-D9D79_S39_E1-50,-15.8354,12.6736
SM-D9D79_S41_E1-50,-1.65551,-30.169
SM-D9D79_S42_E1-50,-1.4967,-33.4707
SM-D9D79_S43_E1-50,-4.66175,51.3914
SM-D9D79_S44_E1-50,-32.7975,-3.8958
SM-D9D79_S45_E1-50,1.06575,-28.1833
SM-D9D79_S46_E1-50,-6.06375,51.3221
SM-D9D79_S47_E1-50,-17.4197,-14.7334
SM-D9D79_S49_E1-50,0.363925,33.2747
SM-D9D79_S50_E1-50,-33.9963,-4.15871
SM-D9D79_S51_E1-50,-17.3352,-16.854
SM-D9D79_S52_E1-50,-10.0049,-28.8867
SM-D9D79_S53_E1-50,7.23031,22.8683
SM-D9D79_S54_E1-50,-8.61723,-23.6705
SM-D9D79_S55_E1-50,-5.91242,14.7754
SM-D9D79_S65_E1-50,-26.2543,1.34017
SM-D9D79_S66_E1-50,-9.66214,-22.1482
SM-D9D79_S67_E1-50,-16.2584,-15.0783
SM-D9D79_S68_E1-50,7.79559,11.2952
SM-D9D79_S70_E1-50,-20.0144,15.4127
SM-D9D79_S71_E1-50,19.9513,-10.0032
SM-D9D79_S73_E1-50,15.3072,-10.0309
SM-D9D79_S74_E1-50,25.9469,-13.205
SM-D9D79_S75_E1-50,1.74917,18.3572
SM-D9D79_S76_E1-50,-16.5154,-15.0882
SM-D9D79_S77_E1-50,18.109,-28.3341
SM-D9D79_S78_E1-50,1.67142,22.8752
SM-D9D79_S79_E1-50,-5.2577,50.8673
SM-D9D79_S80_E1-50,29.6671,31.9642
SM-D9D79_S81_E1-50,12.2029,-45.7085
SM-D9D79_S82_E1-50,-7.92121,-26.6745
SM-D9D79_S83_E1-50,1.68749,18.2882
SM-D9D79_S84_E1-50,14.7491,-12.6451
SM-D9D79_S85_E1-50,-10.8861,-30.0439
SM-D9D79_S86_E1-50,19.6814,-29.8933
SM-D9D79_S87_E1-50,-9.70592,-26.6044
SM-D9D79_S88_E1-50,28.8045,33.5533
SM-D9D79_S89_E1-50,1.76695,18.3676
SM-D9D79_S90_E1-50,-9.69194,-22.6842
SM-D9D79_S91_E1-50,3.76635,21.1647
SM-D9D79_S92_E1-50,-50.3828,0.074545
SM-D9D79_S93_E1-50,18.5545,-28.3022
SM-D9D79_S94_E1-50,11.6382,-45.7041
SM-D9D79_S95_E1-50,2.0272,22.4281
SM-D9D7C_S01_E1-50,8.90587,20.9077
SM-D9D7C_S03_E1-50,-33.6103,-2.32345
SM-D9D7C_S05_E1-50,-1.15902,-12.8685
SM-D9D7C_S06_E1-50,-11.2339,-37.2676
SM-D9D7C_S09_E1-50,-29.3534,-0.775595
SM-D9D7C_S10_E1-50,-9.00662,3.00413
SM-D9D7C_S11_E1-50,47.0283,-2.26697
SM-D9D7C_S12_E1-50,10.6714,18.3228
SM-D9D7C_S13_E1-50,-19.9154,18.5925
SM-D9D7C_S14_E1-50,-31.2809,4.8671
SM-D9D7C_S15_E1-50,2.36541,-23.0944
SM-D9D7C_S16_E1-50,34.6564,-24.0723
SM-D9D7C_S18_E1-50,-18.9682,17.3101
SM-D9D7C_S19_E1-50,-1.01974,-12.4337
SM-D9D7C_S21_E1-50,-7.66425,-10.0254
SM-D9D7C_S22_E1-50,-11.2742,3.91014
SM-D9D7C_S23_E1-50,-7.19891,13.5319
SM-D9D7C_S24_E1-50,34.295,-22.6139
SM-D9D7C_S25_E1-50,-5.62019,8.89385
SM-D9D7C_S26_E1-50,-12.9448,38.9046
SM-D9D7C_S27_E1-50,-10.0866,11.9236
SM-D9D7C_S28_E1-50,46.9528,-0.794211
SM-D9D7C_S29_E1-50,-9.52847,32.8959
SM-D9D7C_S30_E1-50,18.7666,10.121
SM-D9D7C_S31_E1-50,-11.1177,34.0142
SM-D9D7C_S33_E1-50,-13.4361,9.33667
SM-D9D7C_S34_E1-50,9.45061,24.5117
SM-D9D7C_S35_E1-50,-13.7673,12.0259
SM-D9D7C_S36_E1-50,20.1086,12.4683
SM-D9D7C_S37_E1-50,-10.1705,31.383
SM-D9D7C_S38_E1-50,-11.6363,33.381
SM-D9D7C_S39_E1-50,-12.6334,41.2731
SM-D9D7C_S41_E1-50,15.2164,20.7462
SM-D9D7C_S42_E1-50,-0.858192,-32.3858
SM-D9D7C_S43_E1-50,-11.3177,-35.2344
SM-D9D7C_S44_E1-50,-4.00798,13.0095
SM-D9D7C_S45_E1-50,-32.8483,1.50411
SM-D9D7C_S46_E1-50,-10.1249,-33.6154
SM-D9D7C_S47_E1-50,-9.99185,-21.1056
SM-D9D7C_S49_E1-50,-15.8185,13.5782
SM-D9D7C_S50_E1-50,-27.2677,-5.62437
SM-D9D7C_S51_E1-50,-29.9367,-4.93334
SM-D9D7C_S52_E1-50,-1.78888,-33.301
SM-D9D7C_S53_E1-50,-1.30335,-33.2681
SM-D9D7C_S54_E1-50,-27.2319,-2.3898
SM-D9D7C_S55_E1-50,-19.2511,10.3417
SM-D9D7C_S56_E1-50,28.5804,32.1279
SM-D9D7C_S58_E1-50,-6.43845,39.4925
SM-D9D7C_S59_E1-50,-9.81613,-22.5944
SM-D9D7C_S60_E1-50,1.76964,18.3764
SM-D9D7C_S61_E1-50,-8.86497,-21.7352
SM-D9D7C_S63_E1-50,12.9655,3.00806
SM-D9D7C_S64_E1-50,29.2926,31.9263
SM-D9D7C_S65_E1-50,21.6598,-30.6125
SM-D9D7C_S67_E1-50,12.8648,3.00936
SM-D9D7C_S68_E1-50,-6.49191,51.0116
SM-D9D7C_S69_E1-50,-5.62781,-23.8352
SM-D9D7C_S70_E1-50,-5.954,51.9662
SM-D9D7C_S71_E1-50,5.73427,22.4642
SM-D9D7C_S73_E1-50,23.4175,-9.18985
SM-D9D7C_S75_E1-50,11.015,-47.9334
SM-D9D7C_S76_E1-50,-4.53765,-27.1637
SM-D9D7C_S77_E1-50,1.78035,18.372
SM-D9D7C_S78_E1-50,-50.1461,0.271222
SM-D9D7C_S79_E1-50,9.1963,12.606
SM-D9D7C_S80_E1-50,29.1019,31.9087
SM-D9D7C_S91_E1-50,-1.82806,-6.43524
SM-D9D7C_S93_E1-50,-0.895849,-13.9262
SM-D9D7C_S94_E1-50,0.569996,-14.445
SM-D9D7C_S95_E1-50,1.68557,-12.2923
SM-D9D7D_S01_E1-50,-30.3449,-2.31822
SM-D9D7D_S02_E1-50,-3.44039,9.29136
SM-D9D7D_S05_E1-50,14.3086,18.865
SM-D9D7D_S07_E1-50,-14.8325,14.6694
SM-D9D7D_S08_E1-50,28.1344,33.1789
SM-D9D7D_S09_E1-50,-8.58394,40.3668
SM-D9D7D_S10_E1-50,-8.87918,-6.81339
SM-D9D7D_S11_E1-50,-30.6546,-3.15495
SM-D9D7D_S13_E1-50,43.9135,-0.480646
SM-D9D7D_S14_E1-50,-30.258,3.26199
SM-D9D7D_S16_E1-50,34.8411,-24.301
SM-D9D7D_S17_E1-50,12.6411,22.4541
SM-D9D7D_S18_E1-50,-13.8753,5.47259
SM-D9D7D_S19_E1-50,-7.31585,35.2548
SM-D9D7D_S20_E1-50,-29.4007,-2.17575
SM-D9D7D_S21_E1-50,-7.58607,-6.49461
